Gene stable ID	Human gene stable ID	Human gene name	Gene name
ENSMMUG00000019703	ENSG00000204130	RUFY2	RUFY2
ENSMMUG00000013429	ENSG00000105372	RPS19	RPS19
ENSMMUG00000032647	ENSG00000207608	MIR127	mml-mir-127
ENSMMUG00000019082	ENSG00000104332	SFRP1	SFRP1
ENSMMUG00000060981	ENSG00000183798	EMILIN3	EMILIN3
ENSMMUG00000014543	ENSG00000105771	SMG9	SMG9
ENSMMUG00000052756	ENSG00000212377		
ENSMMUG00000063756			Y_RNA
ENSMMUG00000003914	ENSG00000197776	KLHDC1	KLHDC1
ENSMMUG00000035561	ENSG00000251715		
ENSMMUG00000057730			
ENSMMUG00000000791	ENSG00000115649	CNPPD1	CNPPD1
ENSMMUG00000025901	ENSG00000199282		
ENSMMUG00000064641			
ENSMMUG00000005461	ENSG00000101596	SMCHD1	SMCHD1
ENSMMUG00000019829	ENSG00000108064	TFAM	TFAM
ENSMMUG00000032873	ENSG00000272458	MIR432	mml-mir-432
ENSMMUG00000064867	ENSG00000150873	C2orf50	C13H2orf50
ENSMMUG00000023304	ENSG00000059769	DNAJC25	DNAJC25
ENSMMUG00000028279	ENSG00000200294		
ENSMMUG00000057759	ENSG00000135002	RFK	RFK
ENSMMUG00000021231	ENSG00000041515	MYO16	MYO16
ENSMMUG00000049747	ENSG00000126460	PRRG2	PRRG2
ENSMMUG00000059867			
ENSMMUG00000026836	ENSG00000206797	Y_RNA	Y_RNA
ENSMMUG00000054741	ENSG00000284135	MIR3654	
ENSMMUG00000051473	ENSG00000207166	SNORA68	
ENSMMUG00000024425			U6
ENSMMUG00000001278	ENSG00000205221	VIT	VIT
ENSMMUG00000013086	ENSG00000166454	ATMIN	ATMIN
ENSMMUG00000055591			Metazoa_SRP
ENSMMUG00000019613	ENSG00000181090	EHMT1	EHMT1
ENSMMUG00000013249	ENSG00000135917	SLC19A3	SLC19A3
ENSMMUG00000026881	ENSG00000207942	MIR136	mml-mir-136
ENSMMUG00000044464			
ENSMMUG00000001357	ENSG00000110900	TSPAN11	TSPAN11
ENSMMUG00000000527	ENSG00000137727	ARHGAP20	ARHGAP20
ENSMMUG00000062551			
ENSMMUG00000060946			Metazoa_SRP
ENSMMUG00000000458	ENSG00000157110	RBPMS	RBPMS
ENSMMUG00000022148	ENSG00000037897	METTL1	METTL1
ENSMMUG00000053910			
ENSMMUG00000050079			
ENSMMUG00000053811			
ENSMMUG00000049694			
ENSMMUG00000040384			mml-mir-378j
ENSMMUG00000059332			Metazoa_SRP
ENSMMUG00000041158			
ENSMMUG00000015392	ENSG00000123395	ATG101	ATG101
ENSMMUG00000037173	ENSG00000252361	RNU6-118P	U6
ENSMMUG00000002122	ENSG00000107742	SPOCK2	SPOCK2
ENSMMUG00000006635	ENSG00000198796	ALPK2	ALPK2
ENSMMUG00000000506	ENSG00000166391	MOGAT2	MOGAT2
ENSMMUG00000007803	ENSG00000102904	TSNAXIP1	TSNAXIP1
ENSMMUG00000058608			
ENSMMUG00000001899	ENSG00000102738	MRPS31	MRPS31
ENSMMUG00000025180	ENSG00000202231		
ENSMMUG00000037251			U7
ENSMMUG00000050550			
ENSMMUG00000033737	ENSG00000221245		
ENSMMUG00000006715	ENSG00000086967	MYBPC2	MYBPC2
ENSMMUG00000054545	ENSG00000180660	MAB21L1	MAB21L1
ENSMMUG00000013470	ENSG00000102543	CDADC1	CDADC1
ENSMMUG00000061187			Metazoa_SRP
ENSMMUG00000031981			
ENSMMUG00000017583	ENSG00000145687	SSBP2	SSBP2
ENSMMUG00000054754			
ENSMMUG00000050395			
ENSMMUG00000014137	ENSG00000072071	ADGRL1	ADGRL1
ENSMMUG00000056002			
ENSMMUG00000015862	ENSG00000198707	CEP290	CEP290
ENSMMUG00000021418	ENSG00000100554	ATP6V1D	ATP6V1D
ENSMMUG00000065316			
ENSMMUG00000050901			U3
ENSMMUG00000036341	ENSG00000206852	RNU6-895P	U6
ENSMMUG00000031861	ENSG00000204930	FAM221B	FAM221B
ENSMMUG00000023249	ENSG00000029153	BMAL2	ARNTL2
ENSMMUG00000050507			
ENSMMUG00000003136	ENSG00000134046	MBD2	MBD2
ENSMMUG00000058786	ENSG00000139517	LNX2	LNX2
ENSMMUG00000007416	ENSG00000213445	SIPA1	SIPA1
ENSMMUG00000059347			
ENSMMUG00000008397	ENSG00000124383	MPHOSPH10	MPHOSPH10
ENSMMUG00000028302	ENSG00000199468	RNU6-556P	U6
ENSMMUG00000063542	ENSG00000199626	RNU6-989P	U6
ENSMMUG00000042393	ENSG00000264840	RN7SL404P	Metazoa_SRP
ENSMMUG00000042393	ENSG00000278770	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000042393	ENSG00000277198	RN7SL270P	Metazoa_SRP
ENSMMUG00000042393	ENSG00000265411	RN7SL656P	Metazoa_SRP
ENSMMUG00000042393	ENSG00000265315	RN7SL199P	Metazoa_SRP
ENSMMUG00000007090	ENSG00000101134	DOK5	DOK5
ENSMMUG00000019825	ENSG00000072401	UBE2D1	UBE2D1
ENSMMUG00000050381			
ENSMMUG00000057575			
ENSMMUG00000017262	ENSG00000006831	ADIPOR2	ADIPOR2
ENSMMUG00000002452	ENSG00000181830	SLC35C1	SLC35C1
ENSMMUG00000032883	ENSG00000201346	U3	U3
ENSMMUG00000036267	ENSG00000275662	SNORD112	SNORD112
ENSMMUG00000054171	ENSG00000221931	OR6X1	OR6X1
ENSMMUG00000004178	ENSG00000007952	NOX1	NOX1
ENSMMUG00000037727	ENSG00000099377	HSD3B7	HSD3B7
ENSMMUG00000012601	ENSG00000125826	RBCK1	RBCK1
ENSMMUG00000041263			
ENSMMUG00000050082			
ENSMMUG00000055657			
ENSMMUG00000052825			
ENSMMUG00000017630	ENSG00000181826	RELL1	RELL1
ENSMMUG00000059454			
ENSMMUG00000006107	ENSG00000082068	WDR70	WDR70
ENSMMUG00000012937	ENSG00000126464	PRR12	PRR12
ENSMMUG00000042632			
ENSMMUG00000026868	ENSG00000199005	MIR370	
ENSMMUG00000032787	ENSG00000238936	SNORD65B	SNORD65B
ENSMMUG00000063880			
ENSMMUG00000065192			
ENSMMUG00000044623			
ENSMMUG00000059823			
ENSMMUG00000038504	ENSG00000240767	RN7SL288P	Metazoa_SRP
ENSMMUG00000065069			U6
ENSMMUG00000046424	ENSG00000235162	C12orf75	
ENSMMUG00000056622			
ENSMMUG00000000188	ENSG00000162231	NXF1	NXF1
ENSMMUG00000005875	ENSG00000113013	HSPA9	HSPA9
ENSMMUG00000060867	ENSG00000145850	TIMD4	TIMD4
ENSMMUG00000055359	ENSG00000200553	Y_RNA	Y_RNA
ENSMMUG00000061088			
ENSMMUG00000060233	ENSG00000197933	ZNF823	
ENSMMUG00000054288	ENSG00000167981	ZNF597	ZNF597
ENSMMUG00000054483			
ENSMMUG00000057944	ENSG00000196099	OR6M1	OR6M1
ENSMMUG00000015917	ENSG00000136840	ST6GALNAC4	ST6GALNAC4
ENSMMUG00000037175	ENSG00000252130	RNU6-1045P	U6
ENSMMUG00000027423			Y_RNA
ENSMMUG00000009447	ENSG00000064989	CALCRL	CALCRL
ENSMMUG00000058298			
ENSMMUG00000063747			
ENSMMUG00000009860	ENSG00000173988	LRRC63	LRRC63
ENSMMUG00000051289			Metazoa_SRP
ENSMMUG00000043209	ENSG00000198270	TMEM116	TMEM116
ENSMMUG00000061113	ENSG00000274385	U6	U6
ENSMMUG00000061113	ENSG00000275068	U6	U6
ENSMMUG00000061113	ENSG00000278625	U6	U6
ENSMMUG00000061113	ENSG00000212441	RNU6-1269P	U6
ENSMMUG00000061113	ENSG00000275030	RNU6-538P	U6
ENSMMUG00000061113	ENSG00000238529	RNU6-599P	U6
ENSMMUG00000061113	ENSG00000278551	RNU6-368P	U6
ENSMMUG00000061113	ENSG00000238551	RNU6-1193P	U6
ENSMMUG00000061113	ENSG00000212140	RNU6-1320P	U6
ENSMMUG00000049374	ENSG00000128000	ZNF780B	
ENSMMUG00000044661	ENSG00000232859	LYRM9	
ENSMMUG00000062865			
ENSMMUG00000058712	ENSG00000268182	SMIM17	SMIM17
ENSMMUG00000009312	ENSG00000111144	LTA4H	LTA4H
ENSMMUG00000055430			
ENSMMUG00000020458	ENSG00000124177	CHD6	CHD6
ENSMMUG00000013087	ENSG00000166455	C16orf46	C20H16orf46
ENSMMUG00000049186			
ENSMMUG00000064494			Metazoa_SRP
ENSMMUG00000063943			
ENSMMUG00000060380	ENSG00000187210	GCNT1	GCNT1
ENSMMUG00000025390	ENSG00000199731	RNU6-1079P	U6
ENSMMUG00000002976	ENSG00000275066	SYNRG	SYNRG
ENSMMUG00000062562			
ENSMMUG00000037754	ENSG00000263993	RN7SL786P	Metazoa_SRP
ENSMMUG00000030317			
ENSMMUG00000016337	ENSG00000137133	HINT2	HINT2
ENSMMUG00000057576			
ENSMMUG00000000582	ENSG00000055044	NOP58	NOP58
ENSMMUG00000051172			Metazoa_SRP
ENSMMUG00000064680	ENSG00000207052	RNU6-378P	U6
ENSMMUG00000056037	ENSG00000204300	TMEM225	TMEM225
ENSMMUG00000043002			mml-mir-6505
ENSMMUG00000024011	ENSG00000202347	RNU1-16P	U1
ENSMMUG00000045427	ENSG00000197013	ZNF429	ZNF429
ENSMMUG00000062035	ENSG00000197408	CYP2B6	
ENSMMUG00000063470	ENSG00000198547	C20orf203	C10H20orf203
ENSMMUG00000010198	ENSG00000100243	CYB5R3	CYB5R3
ENSMMUG00000060884	ENSG00000201672	SNORD113-4	SNORD113-4
ENSMMUG00000048972			
ENSMMUG00000050677			Metazoa_SRP
ENSMMUG00000023234	ENSG00000143418	CERS2	CERS2
ENSMMUG00000047974			AOX4
ENSMMUG00000009569	ENSG00000118900	UBN1	UBN1
ENSMMUG00000050104			Metazoa_SRP
ENSMMUG00000054363			Metazoa_SRP
ENSMMUG00000016618	ENSG00000242550	SERPINB10	SERPINB10
ENSMMUG00000000185	ENSG00000062282	DGAT2	DGAT2
ENSMMUG00000014934	ENSG00000171885	AQP4	AQP4
ENSMMUG00000008966	ENSG00000144554	FANCD2	FANCD2
ENSMMUG00000052986			Metazoa_SRP
ENSMMUG00000014650	ENSG00000104331	BPNT2	BPNT2
ENSMMUG00000001813			
ENSMMUG00000025487	ENSG00000223300	Y_RNA	Y_RNA
ENSMMUG00000060589			
ENSMMUG00000015240	ENSG00000179603	GRM8	GRM8
ENSMMUG00000023878	ENSG00000207233	SNORA37	SNORA37
ENSMMUG00000003633	ENSG00000088836	SLC4A11	SLC4A11
ENSMMUG00000018711	ENSG00000122390	NAA60	NAA60
ENSMMUG00000026414	ENSG00000272474	SNORD113-5	SNORD113-5
ENSMMUG00000018599	ENSG00000004897	CDC27	CDC27
ENSMMUG00000054168	ENSG00000164109	MAD2L1	MAD2L1
ENSMMUG00000010468	ENSG00000129197	RPAIN	RPAIN
ENSMMUG00000012864	ENSG00000143870	PDIA6	PDIA6
ENSMMUG00000010002	ENSG00000167767	KRT80	KRT80
ENSMMUG00000047772	ENSG00000105369	CD79A	CD79A
ENSMMUG00000060382			
ENSMMUG00000056228			
ENSMMUG00000053522			Metazoa_SRP
ENSMMUG00000022931	ENSG00000179846	NKPD1	NKPD1
ENSMMUG00000054537			
ENSMMUG00000016791	ENSG00000133083	DCLK1	DCLK1
ENSMMUG00000053717	ENSG00000153179	RASSF3	RASSF3
ENSMMUG00000002048	ENSG00000177981	ASB8	ASB8
ENSMMUG00000046907	ENSG00000252608	RNU6-1191P	U6
ENSMMUG00000061881			Metazoa_SRP
ENSMMUG00000061671			
ENSMMUG00000053694	ENSG00000181518	OR8D4	OR8D4
ENSMMUG00000053357			
ENSMMUG00000012235	ENSG00000120217	CD274	CD274
ENSMMUG00000053918			
ENSMMUG00000055647	ENSG00000167536	DHRS13	
ENSMMUG00000059584			
ENSMMUG00000009792	ENSG00000096746	HNRNPH3	HNRNPH3
ENSMMUG00000040562	ENSG00000150403	TMCO3	TMCO3
ENSMMUG00000002808	ENSG00000103197	TSC2	TSC2
ENSMMUG00000049305			Metazoa_SRP
ENSMMUG00000057653	ENSG00000274135	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000005563			
ENSMMUG00000026647	ENSG00000199755	Y_RNA	Y_RNA
ENSMMUG00000062389			
ENSMMUG00000011144	ENSG00000119725	ZNF410	ZNF410
ENSMMUG00000053250			
ENSMMUG00000000322	ENSG00000102030	NAA10	NAA10
ENSMMUG00000003662	ENSG00000166473	PKD1L2	
ENSMMUG00000001043	ENSG00000106772	PRUNE2	PRUNE2
ENSMMUG00000010112			
ENSMMUG00000017851	ENSG00000127903	ZNF835	ZNF835
ENSMMUG00000005893	ENSG00000123297	TSFM	TSFM
ENSMMUG00000011097	ENSG00000135519	KCNH3	KCNH3
ENSMMUG00000000792			RETREG2
ENSMMUG00000059765			Metazoa_SRP
ENSMMUG00000047219			
ENSMMUG00000055198			Metazoa_SRP
ENSMMUG00000051368			Metazoa_SRP
ENSMMUG00000063653	ENSG00000123576	ESX1	ESX1
ENSMMUG00000058201			
ENSMMUG00000039223			
ENSMMUG00000013347	ENSG00000113269	RNF130	RNF130
ENSMMUG00000021419	ENSG00000134001	EIF2S1	EIF2S1
ENSMMUG00000003236			
ENSMMUG00000065191	ENSG00000200215	SNORD113-6	SNORD113-6
ENSMMUG00000007802	ENSG00000102901	CENPT	CENPT
ENSMMUG00000017683	ENSG00000163017	ACTG2	ACTG2
ENSMMUG00000055301			U6
ENSMMUG00000060668			
ENSMMUG00000018608	ENSG00000154265	ABCA5	ABCA5
ENSMMUG00000001136	ENSG00000167759	KLK13	
ENSMMUG00000054071			
ENSMMUG00000058612			
ENSMMUG00000061755			U6
ENSMMUG00000054033	ENSG00000171014	OR4D5	OR4D5
ENSMMUG00000029366	ENSG00000165516	KLHDC2	KLHDC2
ENSMMUG00000059274			
ENSMMUG00000025998	ENSG00000200632	SNORD113-7	SNORD113-7
ENSMMUG00000013472	ENSG00000102547	CAB39L	CAB39L
ENSMMUG00000020124	ENSG00000106804	C5	C5
ENSMMUG00000001317	ENSG00000056097	ZFR	ZFR
ENSMMUG00000063062			Metazoa_SRP
ENSMMUG00000016290	ENSG00000047644	WWC3	WWC3
ENSMMUG00000028733	ENSG00000126458	RRAS	RRAS
ENSMMUG00000060430			
ENSMMUG00000063936			Metazoa_SRP
ENSMMUG00000059466			Metazoa_SRP
ENSMMUG00000008213	ENSG00000117906	RCN2	RCN2
ENSMMUG00000020859	ENSG00000130684	ZNF337	ZNF337
ENSMMUG00000013492	ENSG00000172775	PSME3IP1	
ENSMMUG00000045609	ENSG00000138767	CNOT6L	CNOT6L
ENSMMUG00000060212	ENSG00000099365	STX1B	STX1B
ENSMMUG00000025693	ENSG00000200367	SNORD113-8	SNORD113-8
ENSMMUG00000043023	ENSG00000241291	RN7SL791P	Metazoa_SRP
ENSMMUG00000019370	ENSG00000105193	RPS16	RPS16
ENSMMUG00000009862	ENSG00000102445	RUBCNL	RUBCNL
ENSMMUG00000055364			
ENSMMUG00000033069	ENSG00000212534	SNORD70	SNORD70
ENSMMUG00000064728			
ENSMMUG00000042169			
ENSMMUG00000009460	ENSG00000173559	NABP1	NABP1
ENSMMUG00000063501			
ENSMMUG00000012749	ENSG00000106853	PTGR1	PTGR1
ENSMMUG00000053508			
ENSMMUG00000058442			Metazoa_SRP
ENSMMUG00000003204	ENSG00000020181	ADGRA2	ADGRA2
ENSMMUG00000056889			
ENSMMUG00000052855	ENSG00000201950	SNORD113-9	SNORD113-9
ENSMMUG00000016336	ENSG00000137098	SPAG8	SPAG8
ENSMMUG00000058584			Metazoa_SRP
ENSMMUG00000063332			
ENSMMUG00000061811			Metazoa_SRP
ENSMMUG00000033230	ENSG00000212309	SNORD70B	SNORD70B
ENSMMUG00000063429	ENSG00000151151	IPMK	IPMK
ENSMMUG00000021736	ENSG00000165935	SMCO2	SMCO2
ENSMMUG00000061015			
ENSMMUG00000053285			Metazoa_SRP
ENSMMUG00000056122			
ENSMMUG00000053135			Metazoa_SRP
ENSMMUG00000000874	ENSG00000175264	CHST1	CHST1
ENSMMUG00000054840	ENSG00000089248	ERP29	ERP29
ENSMMUG00000057218	ENSG00000199575	SNORD114-1	SNORD114-1
ENSMMUG00000017568	ENSG00000150768	DLAT	DLAT
ENSMMUG00000060552			
ENSMMUG00000035551	ENSG00000271852	SNORD11B	SNORD11B
ENSMMUG00000000187	ENSG00000198382	UVRAG	UVRAG
ENSMMUG00000058652			
ENSMMUG00000056137			Metazoa_SRP
ENSMMUG00000062519			
ENSMMUG00000051612	ENSG00000236981	OR10G9	OR10G9
ENSMMUG00000051612	ENSG00000254737	OR10G4	OR10G9
ENSMMUG00000024114	ENSG00000200448	Y_RNA	Y_RNA
ENSMMUG00000006683	ENSG00000189108	IL1RAPL2	IL1RAPL2
ENSMMUG00000018686	ENSG00000160408	ST6GALNAC6	ST6GALNAC6
ENSMMUG00000056719			
ENSMMUG00000013268	ENSG00000125124	BBS2	BBS2
ENSMMUG00000006726	ENSG00000184459	BPIFC	BPIFC
ENSMMUG00000013823	ENSG00000167513	CDT1	CDT1
ENSMMUG00000020386			POLR1D
ENSMMUG00000042244	ENSG00000252688	RNU6-579P	U6
ENSMMUG00000047071	ENSG00000135697	BCO1	BCO1
ENSMMUG00000001418	ENSG00000139187	KLRG1	KLRG1
ENSMMUG00000064115			Metazoa_SRP
ENSMMUG00000064413			
ENSMMUG00000037056	ENSG00000238317	SNORD11	SNORD11
ENSMMUG00000016617	ENSG00000197632	SERPINB2	SERPINB2
ENSMMUG00000055669	ENSG00000198300	PEG3	PEG3
ENSMMUG00000013999	ENSG00000187323	DCC	DCC
ENSMMUG00000059921			
ENSMMUG00000051887			Metazoa_SRP
ENSMMUG00000020858	ENSG00000170191	NANP	NANP
ENSMMUG00000010194	ENSG00000128274	A4GALT	A4GALT
ENSMMUG00000027281	ENSG00000207692	MIR592	MIR592
ENSMMUG00000049639			
ENSMMUG00000052412	ENSG00000177875	CCDC184	CCDC184
ENSMMUG00000019290	ENSG00000169302	STK32A	STK32A
ENSMMUG00000011589			USE1
ENSMMUG00000058858	ENSG00000234560	OR10G8	OR10G8
ENSMMUG00000001409	ENSG00000260220	CCDC187	CCDC187
ENSMMUG00000048540	ENSG00000273045	C2orf15	C13H2orf15
ENSMMUG00000028809			
ENSMMUG00000062053			Metazoa_SRP
ENSMMUG00000056444			
ENSMMUG00000064481			Metazoa_SRP
ENSMMUG00000053769	ENSG00000243562	RN7SL838P	Metazoa_SRP
ENSMMUG00000061631			CYP2A23
ENSMMUG00000063151			
ENSMMUG00000024429			U6
ENSMMUG00000061021			
ENSMMUG00000009155			SINHCAF
ENSMMUG00000061698			
ENSMMUG00000029768	ENSG00000141542	RAB40B	RAB40B
ENSMMUG00000027076	ENSG00000284440	MIR122	mml-mir-122a
ENSMMUG00000017265	ENSG00000151062	CACNA2D4	CACNA2D4
ENSMMUG00000045936	ENSG00000215131	C16orf90	C20H16orf90
ENSMMUG00000034369			U2
ENSMMUG00000052762			Metazoa_SRP
ENSMMUG00000057776			Metazoa_SRP
ENSMMUG00000014586	ENSG00000153914	SREK1	SREK1
ENSMMUG00000038427	ENSG00000242696	RN7SL40P	Metazoa_SRP
ENSMMUG00000060703			Metazoa_SRP
ENSMMUG00000000320	ENSG00000102032	RENBP	RENBP
ENSMMUG00000016334	ENSG00000159899	NPR2	NPR2
ENSMMUG00000056935			
ENSMMUG00000006717	ENSG00000142530	GARIN5A	GARIN5A
ENSMMUG00000050389			Metazoa_SRP
ENSMMUG00000020951	ENSG00000074590	NUAK1	NUAK1
ENSMMUG00000051632	ENSG00000182634	OR10G7	OR10G7
ENSMMUG00000048691	ENSG00000135077	HAVCR2	HAVCR2
ENSMMUG00000058572			Metazoa_SRP
ENSMMUG00000054517			Metazoa_SRP
ENSMMUG00000022305	ENSG00000076928	ARHGEF1	ARHGEF1
ENSMMUG00000054042			
ENSMMUG00000045155			
ENSMMUG00000051341			
ENSMMUG00000005942	ENSG00000205629	LCMT1	LCMT1
ENSMMUG00000057605	ENSG00000181781	CIMAP1D	CIMAP1D
ENSMMUG00000051724	ENSG00000187166	H1-7	H1-7
ENSMMUG00000063147	ENSG00000264400	RN7SL491P	Metazoa_SRP
ENSMMUG00000045191	ENSG00000182489	XKRX	XKRX
ENSMMUG00000022934	ENSG00000189114	BLOC1S3	BLOC1S3
ENSMMUG00000064314			
ENSMMUG00000057957			
ENSMMUG00000043793	ENSG00000143727	ACP1	
ENSMMUG00000047027	ENSG00000198521	ZNF43	ZNF43
ENSMMUG00000013473	ENSG00000136169	SETDB2	SETDB2
ENSMMUG00000006481	ENSG00000135677	GNS	GNS
ENSMMUG00000057283			
ENSMMUG00000027002	ENSG00000208017	MIR140	mml-mir-140
ENSMMUG00000035794			
ENSMMUG00000012938	ENSG00000126461	SCAF1	SCAF1
ENSMMUG00000002428	ENSG00000048405	ZNF800	ZNF800
ENSMMUG00000010782	ENSG00000174915	PTDSS2	
ENSMMUG00000019372	ENSG00000196235	SUPT5H	SUPT5H
ENSMMUG00000052982			Metazoa_SRP
ENSMMUG00000008396	ENSG00000124370	MCEE	
ENSMMUG00000008214	ENSG00000165525	NEMF	NEMF
ENSMMUG00000053854			
ENSMMUG00000060081			
ENSMMUG00000003249	ENSG00000138738	PRDM5	PRDM5
ENSMMUG00000039150			
ENSMMUG00000017846	ENSG00000003056	M6PR	M6PR
ENSMMUG00000060697			
ENSMMUG00000009009	ENSG00000204217	BMPR2	BMPR2
ENSMMUG00000062793			
ENSMMUG00000025523	ENSG00000276027	RNU12	U12
ENSMMUG00000065032			
ENSMMUG00000063143			
ENSMMUG00000034936	ENSG00000222810	RNU2-68P	U2
ENSMMUG00000062228			
ENSMMUG00000054944			
ENSMMUG00000059582			
ENSMMUG00000060279			Metazoa_SRP
ENSMMUG00000052836			
ENSMMUG00000060608			
ENSMMUG00000054335			
ENSMMUG00000021420	ENSG00000100558	PLEK2	PLEK2
ENSMMUG00000035047	ENSG00000222937	SNORD63B	SNORD63
ENSMMUG00000061678			Metazoa_SRP
ENSMMUG00000005445	ENSG00000150750	POU2AF2	POU2AF2
ENSMMUG00000010000	ENSG00000135480	KRT7	KRT7
ENSMMUG00000026750			5S_rRNA
ENSMMUG00000051556	ENSG00000202265	RNU6-596P	U6
ENSMMUG00000027588			U6
ENSMMUG00000056989			
ENSMMUG00000052141			
ENSMMUG00000052425	ENSG00000263672	RN7SL750P	Metazoa_SRP
ENSMMUG00000061812			
ENSMMUG00000020491	ENSG00000110002	VWA5A	VWA5A
ENSMMUG00000041765	ENSG00000204345	CD300LD	
ENSMMUG00000018256			
ENSMMUG00000051067			
ENSMMUG00000001343	ENSG00000131748	STARD3	STARD3
ENSMMUG00000049436	ENSG00000103035	PSMD7	PSMD7
ENSMMUG00000060290			
ENSMMUG00000057077			
ENSMMUG00000006718	ENSG00000161671	EMC10	EMC10
ENSMMUG00000014484	ENSG00000167528	ZNF641	ZNF641
ENSMMUG00000024424	ENSG00000206989	SNORD63	SNORD63
ENSMMUG00000057698			
ENSMMUG00000018879	ENSG00000283632	EXOC3L2	
ENSMMUG00000009953	ENSG00000101004	NINL	NINL
ENSMMUG00000064460			
ENSMMUG00000043664	ENSG00000239185	RNU7-190P	U7
ENSMMUG00000060123			
ENSMMUG00000053023			
ENSMMUG00000019971	ENSG00000174225	ARL13A	ARL13A
ENSMMUG00000052392			
ENSMMUG00000006684	ENSG00000268629	TEX13A	TEX13A
ENSMMUG00000007975	ENSG00000105605	CACNG7	CACNG7
ENSMMUG00000026375			Y_RNA
ENSMMUG00000007406	ENSG00000197136	PCNX3	PCNX3
ENSMMUG00000016615	ENSG00000166396	SERPINB7	SERPINB7
ENSMMUG00000047046	ENSG00000100227	POLDIP3	POLDIP3
ENSMMUG00000018719	ENSG00000087095	NLK	NLK
ENSMMUG00000004507	ENSG00000169840	GSX1	GSX1
ENSMMUG00000010864	ENSG00000124356	STAMBP	STAMBP
ENSMMUG00000013917	ENSG00000111300	NAA25	NAA25
ENSMMUG00000002876	ENSG00000140284	SLC27A2	SLC27A2
ENSMMUG00000051309			
ENSMMUG00000038088	ENSG00000185414	MRPL30	MRPL30
ENSMMUG00000037810	ENSG00000188542	DUSP28	DUSP28
ENSMMUG00000007569	ENSG00000103351	CLUAP1	CLUAP1
ENSMMUG00000056658			Metazoa_SRP
ENSMMUG00000004858	ENSG00000165192	ASB11	ASB11
ENSMMUG00000004885	ENSG00000165661	QSOX2	QSOX2
ENSMMUG00000063249			
ENSMMUG00000020149	ENSG00000086065	CHMP5	CHMP5
ENSMMUG00000055362			
ENSMMUG00000050618	ENSG00000199362	Y_RNA	Y_RNA
ENSMMUG00000008531	ENSG00000186431	FCAR	FCAR
ENSMMUG00000052336	ENSG00000122863	CHST3	CHST3
ENSMMUG00000058666			
ENSMMUG00000063309			
ENSMMUG00000064611			
ENSMMUG00000010993	ENSG00000155868	MED7	MED7
ENSMMUG00000058622			
ENSMMUG00000018363	ENSG00000197408	CYP2B6	CYP2B6
ENSMMUG00000026217	ENSG00000207075	Y_RNA	Y_RNA
ENSMMUG00000051549			
ENSMMUG00000058880			
ENSMMUG00000049200	ENSG00000243365	RN7SL278P	Metazoa_SRP
ENSMMUG00000034969	ENSG00000222743	RNU6-1190P	U6
ENSMMUG00000046387			
ENSMMUG00000052504			Metazoa_SRP
ENSMMUG00000000319	ENSG00000172534	HCFC1	HCFC1
ENSMMUG00000061475			
ENSMMUG00000051620			
ENSMMUG00000019393	ENSG00000136205	TNS3	TNS3
ENSMMUG00000055557			Metazoa_SRP
ENSMMUG00000016202	ENSG00000089225	TBX5	TBX5
ENSMMUG00000059731			
ENSMMUG00000036871	ENSG00000238542	RNU7-104P	U7
ENSMMUG00000060702	ENSG00000106992	AK1	AK1
ENSMMUG00000028526	ENSG00000206743	RNU6-484P	U6
ENSMMUG00000007880	ENSG00000120690	ELF1	ELF1
ENSMMUG00000056710	ENSG00000206864	RNU6-207P	U6
ENSMMUG00000008589	ENSG00000099866	MADCAM1	MADCAM1
ENSMMUG00000015625	ENSG00000142327	RNPEPL1	RNPEPL1
ENSMMUG00000050952			
ENSMMUG00000016371	ENSG00000120063	GNA13	GNA13
ENSMMUG00000015029	ENSG00000261609	GAN	GAN
ENSMMUG00000002096	ENSG00000124357	NAGK	NAGK
ENSMMUG00000051614	ENSG00000085741	WNT11	WNT11
ENSMMUG00000010563	ENSG00000152127	MGAT5	MGAT5
ENSMMUG00000061593			
ENSMMUG00000065114			
ENSMMUG00000059863	ENSG00000222429	RNU6-955P	U6
ENSMMUG00000059863	ENSG00000253021	RNU6-902P	U6
ENSMMUG00000045402	ENSG00000214290	POU2AF3	
ENSMMUG00000010994	ENSG00000170613	GARIN3	GARIN3
ENSMMUG00000056877			
ENSMMUG00000062081			
ENSMMUG00000035434	ENSG00000238707		
ENSMMUG00000052974			
ENSMMUG00000012430	ENSG00000141012	GALNS	GALNS
ENSMMUG00000006616	ENSG00000049759	NEDD4L	NEDD4L
ENSMMUG00000019689	ENSG00000163492	CCDC141	
ENSMMUG00000056757			Metazoa_SRP
ENSMMUG00000053008			
ENSMMUG00000052419			
ENSMMUG00000060403			
ENSMMUG00000055446	ENSG00000136026	CKAP4	CKAP4
ENSMMUG00000003745	ENSG00000125676	THOC2	THOC2
ENSMMUG00000018579	ENSG00000128487	SPECC1	SPECC1
ENSMMUG00000021737	ENSG00000110841	PPFIBP1	PPFIBP1
ENSMMUG00000007593	ENSG00000067177	PHKA1	PHKA1
ENSMMUG00000018254	ENSG00000186908	ZDHHC17	ZDHHC17
ENSMMUG00000010171	ENSG00000140368	PSTPIP1	PSTPIP1
ENSMMUG00000054811			
ENSMMUG00000019023	ENSG00000106603	COA1	COA1
